Date,open,high,low,close,volume
2018-01-02 00:00:00-05:00,39.812831542998936,40.31353343162475,39.60225378021744,40.30417251586914,102223600
2018-01-03 00:00:00-05:00,40.367353702932206,40.83998007240303,40.23399097485094,40.29716110229492,118071600
2018-01-04 00:00:00-05:00,40.369688829071734,40.587285516147695,40.262063277732224,40.484336853027344,89738400
2018-01-05 00:00:00-05:00,40.58027326932576,41.03183939645067,40.48902395207468,40.94527053833008,94640000
2018-01-08 00:00:00-05:00,40.793182373046875,41.08798698392758,40.694910599276334,40.793182373046875,82271200
2018-01-09 00:00:00-05:00,40.83996461171473,40.959289488524796,40.57323568638315,40.788490295410156,86336000
2018-01-10 00:00:00-05:00,40.51476485862804,40.78149393135728,40.47732832242,40.779151916503906,95839600
2018-01-11 00:00:00-05:00,40.84931942169444,41.059897130826535,40.82592427855247,41.01076126098633,74670800
2018-01-12 00:00:00-05:00,41.22135650469974,41.49744646821115,41.09735111511696,41.43427276611328,101672400
2018-01-16 00:00:00-05:00,41.623777881825276,41.97239879142603,41.2119868591207,41.22368621826172,118263600
2018-01-17 00:00:00-05:00,41.21432947214807,41.939646970546875,40.961641853884466,41.9045524597168,137547200
2018-01-18 00:00:00-05:00,41.967719432013624,42.138522225627405,41.705670917084234,41.94198226928711,124773600
2018-01-19 00:00:00-05:00,41.78990102651753,42.01685503172588,41.509134252385074,41.75480651855469,129700400
2018-01-22 00:00:00-05:00,41.483392957494715,41.59569894193177,41.31961265307756,41.41320037841797,108434400
2018-01-23 00:00:00-05:00,41.48339306556889,41.98409489474454,41.371087080839246,41.42255783081055,130756400
2018-01-24 00:00:00-05:00,41.47171330945283,41.48341267321643,40.52412196691456,40.76277542114258,204420400
2018-01-25 00:00:00-05:00,40.83061705285022,40.93356571913233,39.899405738092184,40.03511047363281,166116000
2018-01-26 00:00:00-05:00,40.24332916165447,40.24332916165447,39.789421273143276,40.12868118286133,156572000
2018-01-29 00:00:00-05:00,39.81282385170851,39.81282385170851,39.089848550490544,39.2980842590332,202561600
2018-01-30 00:00:00-05:00,38.729541853621896,39.16005122173868,38.535343878079864,39.066463470458984,184192800
2018-01-31 00:00:00-05:00,39.043055645715235,39.41039480264759,38.95648681745555,39.17407989501953,129915600
2018-02-01 00:00:00-05:00,39.11325400152449,39.452514033583086,39.01732424407224,39.255977630615234,188923200
2018-02-02 00:00:00-05:00,38.83952507423092,39.02670422235266,37.459085550855534,37.55267333984375,346375200
2018-02-05 00:00:00-05:00,37.22509903691603,38.343489490275864,36.49978143923265,36.61442947387695,290954000
2018-02-06 00:00:00-05:00,36.22603017907835,38.30604944131928,36.03183221340703,38.14460754394531,272975200
2018-02-07 00:00:00-05:00,38.15863792407695,38.231168949040736,37.21806947306256,37.328033447265625,206434400
2018-02-08 00:00:00-05:00,37.503516309901045,37.66963864747033,36.272820084061365,36.30089569091797,217562000
2018-02-09 00:00:00-05:00,36.8999676132487,37.0926057952475,35.295416555680326,36.74491500854492,282690400
2018-02-12 00:00:00-05:00,37.235912711121244,38.50216852680545,37.00333379549357,38.22495651245117,243278000
2018-02-13 00:00:00-05:00,38.046400822690046,38.704196688200184,37.9759220541177,38.60787582397461,130196800
2018-02-14 00:00:00-05:00,38.30247598263867,39.359646916272006,38.26489040714786,39.31970977783203,162579600
2018-02-15 00:00:00-05:00,39.888234303148494,40.66349374207075,39.702643640911546,40.6400032043457,204588800
2018-02-16 00:00:00-05:00,40.49200271994035,41.0699245010743,40.35339670210545,40.508445739746094,160704400
2018-02-20 00:00:00-05:00,40.419161773030865,40.938348059316176,40.27115672319348,40.37217712402344,135722000
2018-02-21 00:00:00-05:00,40.60240040045259,40.905454403591804,40.17483189193679,40.18893051147461,149886400
2018-02-22 00:00:00-05:00,40.36042758709232,40.86551880612801,40.33928503404216,40.52487564086914,123967600
2018-02-23 00:00:00-05:00,40.799747265758924,41.264901443927855,40.76920562691521,41.22966384887695,135249600
2018-02-26 00:00:00-05:00,41.429349848762854,42.14352586821339,41.396460234407215,42.044857025146484,152648800
2018-02-27 00:00:00-05:00,42.07540332108041,42.39959996000254,41.85457149250912,41.90860366821289,155712400
2018-02-28 00:00:00-05:00,42.1129932092507,42.43249392454348,41.82873367844383,41.845176696777344,151128400
2018-03-01 00:00:00-05:00,41.943841221891674,42.23515182722027,40.5624736826807,41.11220169067383,195208000
2018-03-02 00:00:00-05:00,40.595352592603405,41.417596409529466,40.513126777031374,41.396453857421875,153816000
2018-03-05 00:00:00-05:00,41.16153583908132,41.75590049541586,40.9994357355902,41.53976821899414,113605600
2018-03-06 00:00:00-05:00,41.79584248485739,41.87571676450101,41.37767292119403,41.50453186035156,95154000
2018-03-07 00:00:00-05:00,41.09810487975081,41.311889179650166,40.94070431594449,41.11924743652344,126814000
2018-03-08 00:00:00-05:00,41.22496404180873,41.61024394557519,41.128646754391646,41.56795883178711,95096400
2018-03-09 00:00:00-05:00,41.807592880114115,42.286842180896265,41.673682825885265,42.282142639160156,128740800
2018-03-12 00:00:00-04:00,42.35495927254413,42.848307080513344,42.336168279495034,42.6909065246582,128828400
2018-03-13 00:00:00-04:00,42.89528848118307,43.10907275407872,42.1082857615601,42.279781341552734,126774000
2018-03-14 00:00:00-04:00,42.36201276130099,42.40899741596787,41.77234405342869,41.92034912109375,117473600
2018-03-15 00:00:00-04:00,41.934443192119986,42.34321720616517,41.83342636615037,41.96968078613281,90975200
2018-03-16 00:00:00-04:00,41.969675808925395,42.08009170333701,41.727701466201786,41.82167434692383,157618800
2018-03-19 00:00:00-04:00,41.657243047410006,41.6924806514219,40.797409662516635,41.18268966674805,133787200
2018-03-20 00:00:00-04:00,41.16858673095703,41.53507208120745,41.09810795174742,41.16858673095703,78597600
2018-03-21 00:00:00-04:00,41.1215915375593,41.13333859622522,40.23356838983998,40.23591995239258,148219600
2018-03-22 00:00:00-04:00,39.93757248715271,40.56717485041183,39.608676265256136,39.66740798950195,165963200
2018-03-23 00:00:00-04:00,39.55934124916197,39.91877912576028,38.748844146728516,38.748844146728516,164115200
2018-03-26 00:00:00-04:00,39.48415854628537,40.6658403493108,39.10122662256602,40.588314056396484,150164800
2018-03-27 00:00:00-04:00,40.802085163982866,41.147427848964746,39.213981276329726,39.547576904296875,163690400
2018-03-28 00:00:00-04:00,39.291513258456376,39.942261596856255,38.807564550618565,39.110618591308594,166674000
2018-03-29 00:00:00-04:00,39.42307077251929,40.34868305635966,39.209286496871094,39.41602325439453,153594000
2018-04-02 00:00:00-04:00,39.1482125349196,39.68854503990623,38.638421669404664,39.15760803222656,150347200
