Date,open,high,low,close,volume
2018-01-02,236.3874533785711,237.24354702205687,235.99912057530614,237.20823669433594,86655700
2018-01-03,237.3759293522173,238.85866685789412,237.3759293522173,238.7086181640625,90070400
2018-01-04,239.35281565834177,240.20007468281958,238.77031666217619,239.7146453857422,80636400
2018-01-05,240.50903803835863,241.43572529750236,240.01480124229727,241.3121795654297,83524000
2018-01-08,241.21502141307653,241.91225872522054,240.9237853851006,241.75340270996094,57319200
2018-01-09,242.17711701267245,242.92730663428827,241.8946882483647,242.30068969726562,57254000
2018-01-10,241.54165986780336,242.1947797360691,240.870925236296,241.92999267578125,69574300
2018-01-11,242.48593735839253,243.69505310058594,242.31824702134148,243.69505310058594,62361500
2018-01-12,243.95988287922933,245.4514006152057,243.65978553530948,245.2837371826172,90816100
2018-01-16,246.54577097779656,247.19886372475867,243.74801408689058,244.44525146484375,106555100
2018-01-17,245.3807445994757,247.16352491251317,244.44522328399407,246.7751922607422,113258800
2018-01-18,246.66055932087906,247.0841754874419,245.86622514080076,246.36048889160156,100728000
2018-01-19,246.94301795536694,247.4813995361328,246.3605455922851,247.4813995361328,140920100
2018-01-22,247.26960132531224,249.49366760253906,247.21662235628645,249.49366760253906,91322400
2018-01-23,249.5377029172836,250.31436842127192,249.21115649717146,250.02313232421875,97084700
2018-01-24,250.6674264532183,251.267594294925,248.74343104844894,249.9260711669922,134816100
2018-01-25,250.79100636095347,250.88807609859367,249.23767508759434,250.031982421875,84587300
2018-01-26,250.87041297873535,252.97093297114546,250.61446024898368,252.92678833007812,107743100
2018-01-29,252.3531204524618,252.79440525454027,251.09105238265022,251.24990844726562,90118300
2018-01-30,249.4141915868888,251.30287665581818,248.19624114527923,248.67283630371094,131796400
2018-01-31,249.5289652415398,250.0320095496999,247.7196810202701,248.79641723632812,108364800
2018-02-01,248.06383910222777,249.82014395315971,247.7196240366697,248.51393127441406,90102500
2018-02-02,247.19011116998843,247.3225181728742,243.06852572987478,243.1038360595703,173174800
2018-02-05,241.33871160033988,243.4568736371647,232.38944130734862,232.93663024902344,294681800
2018-02-06,229.41515334899344,238.02904161566474,228.3207756191382,237.52597045898438,355026800
2018-02-07,236.96994770614245,240.37665357916381,236.15797178860365,236.2374267578125,167376100
2018-02-08,236.53749617573212,236.67871054920792,227.34110874054193,227.3764190673828,246449500
2018-02-09,230.17412171031333,232.6541399247731,223.21948299983993,230.79193115234375,283565300
2018-02-12,232.84829595258134,235.65488739157456,230.93313524836887,234.1809844970703,143736000
2018-02-13,232.97190403306325,235.31070814294307,232.38940485088588,234.76351928710938,81223600
2018-02-14,233.27199414308396,238.29381786691647,233.26315982728124,237.9319610595703,120735700
2018-02-15,239.679397399641,240.97677559772097,237.2081867236453,240.9679412841797,111200300
2018-02-16,240.34137883112467,242.98908783928042,240.29723418732212,241.03858947753906,160420100
2018-02-20,240.08536571268232,241.53279253476498,238.7350355354379,239.5293426513672,86369700
2018-02-21,239.9706650043789,242.45951770059347,238.24083615761157,238.33790588378906,98883700
2018-02-22,239.26461427815948,240.98560876828253,237.97607025571747,238.6468048095703,110511300
2018-02-23,239.87361058044894,242.45069885253906,239.39701543220127,242.45069885253906,92766400
2018-02-26,243.52746505233497,245.36322521832162,242.93615840184538,245.26612854003906,86491400
2018-02-27,245.45140168712348,246.166307793249,242.14176591420014,242.20355224609375,99099200
2018-02-28,243.30680047367562,243.75691962479766,239.43233362302615,239.7500457763672,121907800
2018-03-01,239.5381956025807,241.09152656979737,234.76349128829776,236.2638702392578,176855100
2018-03-02,234.58704465994538,238.04673016510714,233.72214348407476,237.48187255859375,139083200
2018-03-05,236.2903406110572,240.84440243767995,236.18440964718673,240.22659301757812,97307400
2018-03-06,241.20629652798218,241.28575150553647,239.33525300908687,240.83563232421875,79213200
2018-03-07,238.66447842483126,241.1003521582467,238.4703120392654,240.74732971191406,87063500
2018-03-08,241.42693926178777,242.03591453119245,240.42965808972906,241.91236877441406,66901200
2018-03-09,243.32449186419203,246.12222290039062,243.0067527472423,246.12222290039062,113625300
2018-03-12,246.41346129912688,247.04007821993446,245.4249606496294,245.81329345703125,71924800
2018-03-13,246.9783142228694,247.48138544168208,243.61572564893822,244.22470092773438,91968900
2018-03-14,245.18660179738816,245.3719338290989,242.41534789900837,242.97134399414062,105895100
2018-03-15,243.4833459842273,244.1276046615094,242.20360907819122,242.70668029785156,83433000
2018-03-16,243.23559277109615,244.02423845629707,242.9166082524214,242.9697723388672,100343700
2018-03-19,242.21658403898252,243.14698261522844,238.02530151476924,239.68231201171875,109208400
2018-03-20,240.08103509123652,240.72790078713365,239.4075873553299,240.08990478515625,59757300
2018-03-21,240.04565101356593,242.1457138914619,239.4165245281906,239.62918090820312,78709600
2018-03-22,237.39621867257364,238.24687127336625,233.36442767167804,233.63914489746094,148785900
2018-03-23,234.08222262944645,234.41007694670787,228.464296663506,228.65924072265625,183534800
2018-03-26,232.27449639217895,235.1986294118034,229.86429190602186,234.91506958007812,141956100
2018-03-27,235.85440030961038,236.38604127171342,229.35924045775252,230.91879272460938,129941400
2018-03-28,231.05172392378344,232.72647423159816,229.1288654638955,230.2364959716797,146452300
2018-03-29,231.37959947477728,235.04808503347715,230.245386812323,233.1783905029297,111601600
2018-04-02,232.6466925096968,233.16064818985345,225.6641992387949,228.14529418945312,186286300
2018-04-03,229.38583459077475,231.5479314230945,227.5870437962044,231.06942749023438,119956900
2018-04-04,227.50733272647864,234.2505750611293,227.37442245845756,233.5417022705078,123715300
2018-04-05,235.30500769270483,236.27088526529693,234.21511661017638,235.38478088378906,82652600
2018-04-06,233.4176352144998,234.91512678663153,228.61493742145734,230.1390380859375,179521200
2018-04-09,231.6010934239275,234.6758766504294,230.3339706727079,231.2732391357422,105442900
2018-04-10,234.17080058178396,235.73922268005245,233.02774537327005,234.95057678222656,103529000
2018-04-11,233.46195522709047,235.3848139030713,233.3910787650017,233.71893310546875,91140200
2018-04-12,235.04806408121883,236.58987709883664,234.87083238279263,235.64173889160156,68890500
2018-04-13,236.95318138411224,237.068379283054,233.9404318256607,234.95057678222656,85079200
2018-04-16,236.58986064745943,237.65319668055596,235.7657900947769,236.88226318359375,63405300
2018-04-17,238.65440978680863,240.0190176978418,238.14048129763466,239.41647338867188,64682000
2018-04-18,239.8595551924122,240.40006579043967,239.13294323678886,239.59373474121094,57303900
2018-04-19,238.9379776475792,239.14179133626433,237.2278031351969,238.26455688476562,77655900
2018-04-20,238.19371842481368,238.41524452186007,235.35817356591602,236.24427795410156,99953100
2018-04-23,236.8201847296036,237.37843462587145,235.12772269425594,236.20877075195312,65558000
2018-04-24,237.2367052308175,237.4582312976533,231.52132188975162,233.0277099609375,112885500
2018-04-25,232.96573293843045,234.046781489676,231.14035986625953,233.60372924804688,103840900
2018-04-26,234.63163118627907,236.81144080591343,234.1885789116188,235.97850036621094,67731900
2018-04-27,236.58985449654583,236.89112672168028,235.26069801061018,236.19996643066406,57053600
